Index,Section_Title,Content
130, DS5-4 S3.1.1 T9,3.1.1 Thermography Thermography is performed with a thermographic camera with the transformer online. It can be used very effectively to detect the following problems:  • Low fluid level in transformer or bushing  • Blocked oil flow in radiators  • Shut radiator banks  • Eddy current heating of the tank  • Overheating tap changer contacts  • Loose connections at bushing terminals  • Moisture contamination of surge arrestors General criteria for evaluating thermographic scans is provided in Table 9.  Table 9. General Criteria for Evaluating Thermographic Scans  | Temperature Above Reference | Action | | --------------------------- | ------ | | 0°C to 10°C | Continue to monitor on regular basis. | | 10°C to 20°C | Repair at next convenient opportunity. | | 20°C to 40°C | Repair immediately. | | >40°C | Failure imminent; shut down equipment for repair. | 
131, DS5-4 S3.1.2 T10A T10B,"3.1.2 Fluid Screen Testing Fluid screen testing is performed to determine if the transformer insulating fluid is suitable for continued service. The tests listed in Table 10A are typically included in a mineral oil screen test. Their parameters and acceptance limits are also included. These limits are based on IEEE C57.106 and refer to service-aged insulating oil. Different limits apply to new oil.  For natural ester oil, see Table 10B for parameters and acceptance limits that are based on IEEE C57.147.  Table 10A. Tests Typically Included in a Mineral Oil Screen Test  [file:///table-5-4-10a.png]  |     | Acceptance Limits | Based on Voltage Class |     | | --- | ----------------- | ---------------------- | --- | | Test | Less than 69 kV | 69kV to 230 kV | More than 230 kV | | Dielectric Strength ASTM D1816-97 | | | | | 1 mm gap | 23 kV min | 28 kV min | 30 kV min | | 2 mm gap | 40 kV min | 47 kV min | 50 kV min | | Power Factor ASTM D924-99e1 | | | | | 25C | 0.5% max | 0.5% max | 0.5% max | | 100C | 5.0% max | 5.0% max | 5.0% max | | Interfacial Tension ASTM D971-99a mN/m | 25 min | 30 min | 32 min | | Neutralization Number ASTM D974-02 Mg KOH/g | 0.2 max | 0.15 max | 0.10 max | | Water Content 50C | 27 mg/kg 15% sat | 12 mg/kg 8% sat | 10 mg/kg 5%sat | | 60C | 35 mg/kg 15% sat | 20 mg/kg 8% sat | 12 mg/kg 5% sat | | 70C | 55 mg/kg 15% sat | 30 mg/kg 8% sat | 15 mg/kg 5% sat |  Oxidation Inhibitor Content ASTM D2668-96 Type II oil | 0.09% min | 0.09% min | 0.09% min  Table 10B. Tests Typically Included in an In-Service Natural Ester Oil Screen Test  [file:///table-5-4-10b.png]  | Test and ASTM method |     | IEEE Value for Voltage Class |     | | -------------------- | --- | ---------------------------- | --- | |  | ≤69kV | 69 kV to 230 kV  | More than 230 kV | | Dielectric strength, ASTM D1816  | | | | | 1 mm gap | 23440 | 28 | 30 | | 2 mm gap | | 47 | 50 | | Dissipation factor, ASTM D924, %, maximum 25°C 100°C | Per OEM guidance | Per OEM guidance | Per OEM guidance | | Water content, ASTM D1533, mg/kg, maximum | 450 | 350 | 200 | | Fire point (ASTM D92) | 300 | 300 | 300 | | Viscosity (ASTM D445) | ≥10% | ≥10% | ≥10% |  The interfacial tension and neutralization number (acidity) are usually used as criteria for determining when the oil needs to be processed or replaced. At certain interfacial tension and acidity levels, the oil is prone to forming sludge that can coat the windings and lead to decreased cooling efficiency. In addition to increasing the oil-sludging tendency, acid is also a catalyst for cellulose aging and can accelerate the deterioration of the paper insulation.  The tests described in the following sections may also be performed on the oil to determine if incipient faults or deterioration are present in the transformer."
132, DS5-4 S3.1.2.1,"3.1.2.1 Furan Analysis  Furanic compounds are generated when paper insulation in the transformer degrades. These compounds are concentrated in the paper, but will partition to the oil. Sampling the oil and testing for furanic compounds provides a convenient and nonintrusive means of determining the extent of degradation of the transformer’s paper insulation.  There are some important factors that need to be considered:  A. Type of paper insulation. Transformers with thermally up-rated (KTU) paper will generate much less furan compounds. For this reason, furan analysis on transformers with KTU paper relies on the measurement of the total furan concentration rather than just the 2FAL (2-furfural) concentration.  Transformers used in North America are almost all manufactured with KTU paper, while transformers in the rest of the world use non-thermally up-rated (NTU) paper.  B. Filtering or replacement of transformer fluid. Filtering of transformer fluid or replacement of the fluid will remove the furan compounds from the oil. However, the furan compounds will repartition back into the oil from the paper and will reach equilibrium within six months. FM Global recommends the fluid be tested for furans before filtering or replacement and then again six months later to ensure valuable data is not lost."
133, DS5-4 S3.1.2.2,"3.1.2.2 Particles in Oil  The measurement of metallic as well as non-metallic particles in oil allows problems such as oil pump wear, pump bearing deterioration, electrical arcing, and contamination to be detected."
134, DS5-4 S3.1.3 T11 T12 T13 T14 T15 T16,"3.1.3 Dissolved Gas Analysis  Dissolved gas analysis is performed to determine if there are incipient faults in the transformer windings, core, and tap changer. By analyzing the concentration, ratios, and generation rates of key dissolved gases in the transformer oil, the type of fault, as well as its severity, can be determined. The key gases that are included in a typical DGA report and the most likely faults that generate these gases are listed in Table 11 (see Table 12 for names of gases represented by the chemical formulas).  Table 11. Gases Included in a Typical DGA Report  | Key Gas | Secondary Key Gas | Likely Cause | | ------- | ----------------- | ------------ | | CO₂/CO | H₄, C₂H₄ | Conductor overheating involving cellulose | | C₂H₄ | CH₄, H₂, and C₂H₆ | Oil overheating | | H₂ |  CH₄, C₂H₆, and C₂H₄ | Partial discharge | | C₂H₂ | H₂, CH₄, and C₂H  | Arcing |  Table 12. Gases Represented by Chemical Formulas  | Chemical Formula | Name | | ---------------- | ---- | | H₂ | Hydrogen | | CH₄ | Methane | | C₂H₂ | Acetylene | | C₂H₄ | Ethylene | | C₂H₆ | Ethane | | CO | Carbon Monoxide | | CO₂ | Carbon Dioxide | | O₂ | Oxygen | | N₂ | Nitrogen |  Other key gases sometimes included in DGA results are propane and propylene.  There are many factors that will affect the DGA results for a transformer. The interpretation of DGA results is a highly specialized field requiring an understanding of both oil and paper chemistry as well as transformer design, construction, and operation.  Factors such as the oil preservation system (sealed, nitrogen blanketed, or free breathing) will influence the dissolved gas analysis results. Sealed transformers keep most of the fault gases within the oil. Free breathing transformers allow some fault gases to escape to atmosphere, while the dissolved gases in nitrogen blanketed transformers will partition between the oil and the gas blanket depending on the individual gas partial pressures. These transformers will all show different DGA patterns for the same fault.  Having the tap changer in a separate compartment or within the main tank will also have an effect on the DGA pattern. Tap changers generate gases at different rates depending on factors such as the diverter switch type, number of tap changer operations, and the tap changer design. Faults with the tap changer will also generate gases. These gases can mix with the oil in the main tank and may either mask faults in the main tank or lead to a wrong conclusion that there is a fault in the main tank.  Table 14 lists the dissolved gas concentrations for assessment of a gassing condition on a mineral oil filled transformer with no previous history, e.g. a new or repaired transformer, as a reference. They are consensus values based on IEEE C57.104: IEEE guide for the interpretation of gases generated in oil-immersed transformers. Users may decide to use different dissolved gas concentrations for a transformer based on experience with other similar transformers. Condition 2, 3 and 4 indicates problem may exist and re-sample to establish the trend is needed for further investigation. Table 13 provides reference guidance for gas generation rate when there is no industrial reference or manufacturer guidance available. For silicon oil filled transformers, refer table 15. Table 16 is used for ester oil filled transformers.  Table 13. Typical DGA Values for Transformers Filled with Mineral Oil with No Previous History  | Status | H₂ (Hydrogen) | CH₄ (Methane) | C₂H₂ (Acetylene) | C₂H₄ (Ethylene) | C₂H₆ (Ethane) | CO (Carbon Monoxide) | CO₂ (Carbon Dioxide) | TDCG | | ------ | ------------- | ------------- | ---------------- | --------------- | ------------- | -------------------- | -------------------- | ---- | | Condition 1, typical value (ppm) | <100 | <120 | <1 | <50 | <65 | <350 | <2500 | <720 | | Condition 2, Greater than normal value, (ppm) | <700 | <400 | <10 | <100 | <100 | <570 | <4000 | <1920 | | Condition 3, High level (ppm) | <1800 | <1000 | <35 | <200 | <150 | <1400 | <10000 | <4630 | | Condition 4, Excessive value (ppm) | >1800 | >1000 | >35 | >200 | >150 | >1400 | >10000 | >4630 |  Table 14. Gas Generation Rate for Transformers Filled with Mineral Oil  | Status | H₂ (Hydrogen) | CH₄ (Methane) | C₂H₂ (Acetylene) | C₂H₄ (Ethylene) | C₂H₆ (Ethane) | CO (Carbon Monoxide) | CO₂ (Carbon Dioxide) | | ------ | ------------- | ------------- | ---------------- | --------------- | ------------- | -------------------- | -------------------- | | Generation rate G1 (ppm limit 1 per month) | <10 | <8 | <3 | <8 | <8 | <70 | <700 | | Generation rate G2 (ppm limit per month) | <50 | <38 | <3 | <38 | <38 | <350 | <3500 |  1 G1 limit means: if one or more gases generation rates exceed G1 limits, the unit needs be paid attention G2 limit means: if one or more gases generation rate exceed G2 limits, the unit is considered in critical condition  Table 15. Typical Gas Values and Generation Rate for Transformers Filled with Silicon Oil with no previous history  | Status | H₂ (Hydrogen) | CH₄ (Methane) | C₂H₂ (Acetylene) | C₂H₄ (Ethylene) | C₂H₆ (Ethane) | CO (Carbon Monoxide) | CO₂ (Carbon Dioxide) | TDCG (Total dissolved combustible gas) | | ------ | ------------- | ------------- | ---------------- | --------------- | ------------- | -------------------- | -------------------- | -------------------------------------- | | Typical value (ppm) | <200 | <100 | <1 | <30 | <30 | <3000 | <30,000 | <3360 | | Generation rate G1 limit¹ (ppm per month) | <20 | <10 | <1 | <3 | <3 | <300 | <1500 | na | | Generation rate G2 limit (ppm per month) | <100 | <50 | <1 | <15 | <15 | <1,500 | <15,000 | na |  1 G1 limit means: if one or more gases generation rates exceed G1 limits, the unit needs to be paid attention.  G2 limit means: if one or more gases generation rate exceed G2 limits, the unit is considered in critical condition.  Table 16. Typical Dissolved Gas Concentration Value for Transformers with Ester Oil with no previous sample history  | Ester Fluid Type | H₂ (Hydrogen) | CH₄ (Methane) | C₂H₂ (Acetylene) | C₂H₄ (Ethylene) | C₂H₆ (Ethane) | CO (Carbon Monoxide) | CO₂ (Carbon Dioxide) | | ---------------- | ------------- | ------------- | ---------------- | --------------- | ------------- | -------------------- | -------------------- | | Soybean-based, (ppm) | <115 | 20 | <235 | 20 | <2 | <170 | na | | High-oleic sunflower-based (ppm) | <35 | <25 | <60 | <20 | <1 | <500 | na | | Synthetic (ppm) | <65 | <105 | <125 | <150 | <15 | <1400 | na |  It is important to ensure that oil sampling practices follow ASTM D3613 or equivalent standards. This is especially true if oil sampling is done by the transformer owner or a third party rather than a transformer oil testing laboratory. Improper oil sampling practices will render oil screen testing and dissolved gas analysis completely useless and, even worse, it can give misleading results that cause a bad decision to be made. For example, when taking oil samples for dissolved gas analysis, an oil sampling syringe should be used so dissolved gases are not lost to atmosphere. The syringe should also be protected from sunlight and extreme temperatures that can also cause the concentration of dissolved gases to change. Taking an oil sample for DGA from the same bottle that has been used to collect oil for oil screen tests will result in a DGA result that has higher concentrations of oxygen and nitrogen. The concentration of hydrogen and some of the other lighter gases will also be lower as these gases are lost when the oil sample is exposed to atmosphere.  A proper flushing of the oil valve on the transformer is needed to ensure a good oil sample is collected. The body of the oil valve frequently collects debris, rust, and free water, which will result in misleading oil screen test results."
135, DS5-4 S3.1.4,"3.1.4 Exciting Current Purpose: To detect shorted core laminations, poor core joints, short circuited or open circuited windings, poor electrical connections, tap changer problems, core and winding movement.  The exciting current test is performed by applying the same AC voltage to the high side windings. The voltage is applied to one winding at a time with all other windings open circuited. The exciting current (comprising the core magnetizing current, resistive loss current and capacitive charging current) drawn by the winding is measured. This test should be performed before any DC tests have been performed. DC testing leaves a residual magnetism of the core that will influence the exciting current.  It is good practice to repeat each exciting current measurement with the tap changer in neutral, raised one position and lowered one position, as well as at full raise and full lower positions. If the exciting current test is being used to diagnose problems with the tap changer, the test should be performed for all tap position.  Doble Engineering has identified 12 different tap changer exciting current patterns.  The exciting current test is evaluated by looking at the pattern of the exciting current.  For three-phase, star-connected, core-form transformers, the exciting current pattern is two high similar currents corresponding to the two windings on the outer core limbs and a low current corresponding to the middle winding.  For three-phase, delta-connected, core-form transformers the exciting current pattern is two high but dissimilar currents corresponding to the two windings on the outer core limbs and a low current corresponding to the middle winding.  It is important to note that exciting current patterns can vary depending on transformer construction.  It is possible to use the difference between the two higher currents to detect problems. As a general rule, if the exciting current is greater than 50 mA, there should not be more than 5% difference between the magnitudes of the two higher currents. If the exciting current is less than 50 mA, there should not be more than 10% difference between the magnitudes of the two higher currents."
136, DS5-4 S3.1.5,"3.1.5 Turns Ratio for On-Load Tap Changers Purpose: To detect shorted turns, open circuited windings, and tap changer problems.  The turns-ratio test is performed using a special test set. A known low voltage is applied to the primary winding and the induced voltage is measured on the secondary winding. In a three winding transformer, the induced voltage on the tertiary winding is also measured. The test is performed one phase at a time.  The measured turns-ratio should be within 0.5% of the nameplate value. Deviations between the measured and nameplate value can indicate shorted turns, open circuits, incorrect winding connections and tap changer problems. Usually further testing or visual internal inspection of the transformer or tap changer is needed to locate a fault identified by turns-ratio testing.  It is good practice to perform turns-ratio tests on each of the tap changer positions and compare these against the nameplate values to detect problems with the tap changer."
137, DS5-4 S3.1.6,"3.1.6 Leakage Inductance  Purpose: To detect core and winding movement, as well as windingdistortion.  Leakage inductance (also referred to as “leakage reactance” or “short circuit impedance”) is calculated by measuring the current drawn when a voltage is applied to the primary winding with the secondary winding shorted. This current is due to the transformer leakage flux and is used to calculate the transformer’s leakage inductance. This calculated value can be compared to the transformer nameplate. Difference between the nameplate leakage inductance and the calculated leakage inductance indicates winding deformation or winding movement.  The leakage inductance test is often performed using the power factor test set with the addition of another module."
138, DS5-4 S3.1.7 T17 T18 T19 T20,"3.1.7 Power Factor and Capacitance Purpose: Power factor and capacitance measurement is used to determine the condition of the capacitive insulation between the windings, and between the windings and the core and tank. It can detect contamination of the winding insulation by moisture, carbon, and other material.  This test can also be applied to the bushings to determine the condition of condenser-type bushings. It can also detect contamination as well as deterioration of the capacitive layers in the bushing.  The test is performed by applying AC voltage to one set of windings with the test set in various modes. The current and watts from the other winding, as well as flowing to ground, are measured. The three different test set modes are:  • GST-ground: where all currents are measured,  • GST-guard: where only currents flowing to ground are measured, and  • UST: where currents that flow to ground are not measured.  During the test, all the terminals, including the neutrals, are connected together to remove any inductance effects, and the neutral is ungrounded. The tap changer is set in a position off neutral. Test voltage is applied to one set of windings with the test set in the three different modes. The test is then repeated by applying the test voltage to the other set of windings. This helps reveal errors in the testing procedure since the results obtained should be similar.  The power factor is calculated from the watts and current measurements. The power factor is equivalent to the dissipation factor, tan delta, or dielectric loss angle for the ranges of power factor that are of interested.  The test set also measures the capacitance for each test mode. Depending on the test mode, different capacitances are measured. These capacitances are:  • CH: capacitance of the insulation between the high voltage winding and the grounded tank and core including the HV bushings,  • CL: capacitance between the low voltage windings and the grounded tank and core including the LV bushings, and  • CHL: capacitance between the high and low voltage windings.  Changes in capacitance usually indicate changes in the geometry of the windings relative to each another or to the tank and core. Since the capacitance also includes components such as the tap changer, bushings, insulating fluid pressboard barriers, and structural elements, changes in the capacitance could also be influenced by changes in these components (e.g., insulating fluid contamination, bushing and tap changer faults).  Power factor test results must always be corrected for temperature. General rules for interpreting power factor results are listed in Table 17. The power factor limits for transformers are listed in Table 18, changes in the current between tests that can also be used for interpretation are listed in Table 19, and power factor limits for dry-type transformers are listed in Table 20.  Table 17. General Rules for Interpreting Power Factor Results  | Power factor | Interpretation | | ------------ | -------------- | | <0.5% | Good | | Between 0.5% and 0.7% | Deteriorated | | Between 0.5% and 1.0 % with an increasing trend | Investigate | | >1.0% | Bad |  Table 18. Power Factor Limits for Transformers  | Size | New | Service Aged | | ---- | --- | ------------ | | <500 kVA | 1.0% | 2.0% | | >500 kVA | 0.5% | 1.0% |  Table 19. Interpretation of the Changes in Current Between Tests  | Change in Current | Interpretation | | ----------------- | -------------- | | <3% | Good | | 3-5% | Deteriorated | | 5-10% | Investigate | | >10% | Bad |  Table 20. Power Factor Limits for Dry-Type Transformers  | Power Factor | Non-Cast Resin | Cast Resin | | ------------ | -------------- | ---------- | | CHL | 2.0% | 1.0% | | CH | 3.0% | 3.0% | | CL | 4.0% | 2.0% |  It is important to note that, as with all general guidelines for test results, better interpretation can be obtained from trends and comparing test results to similar transformers or nameplate data. Other relevant test information should also be consulted and complementary tests performed to confirm a diagnosis.  The power factor test set can also be used to determine the condition of the transformer bushings. Condenser or capacitive bushings will have either a potential test tap or a power factor test tap to allow power factor and capacitance testing to be performed.  The GST-ground mode is used to measure the overall power factor and capacitance of the bushing. In this test mode all the terminals of the winding under test are short circuited and the other windings are grounded.  The high voltage lead is attached to the center conductor of the bushing and the bushing flange ground is connected to ground terminal of the test set. All currents flowing through the main capacitive insulation of the bushing, the upper porcelain, the lower porcelain, the sight class, and the liquid or compound filler in the bushing are being measured.  The UST test mode is used to measure the power factor and capacitance of the bushing’s main insulation (C1) only. The high voltage lead is attached to the center conductor of the bushing, the low voltage lead is connected to the test tap, and the bushing flange ground is connected to ground terminal of the test set and is guarded. Only currents flowing through the main capacitive insulation of the bushing are being measured.  The GST-guard mode is used to measure the power factor and capacitance of the test tap (C2). In this test the high voltage lead is connected to the test tap (it is important to make sure the applied test voltage is appropriated for the test tap so as not to damage the test tap insulation), the low voltage lead is connected to the center conductor of the bushing and guard, and the bushing flange ground is connected to the ground terminal. Only currents flowing through the test tap insulation, the ground flange, and the immediate area of the porcelain around the test tap, are measured.  • Overall and C1 Power Factor: In general, if the value doubles original nameplate value or more, the bushing is questionable and needs to be replaced or refurbished.  • C2 Power Factor: Should closely match nameplate and in general be less than 1.0%.  • Capacitance: Should match nameplate with changes of more than 10% being cause for concern.  Otherwise the bushing is questionable, and needs to be replaced or refurbished.  Non-condenser-type bushings (e.g., solid porcelain bushings, epoxy bushings, compound filled, oil-filled and gas-filled bushings) do not have a test tap. It is not possible to measure the power factor and capacitance for these bushings. A hot collar test can be performed on these bushings to measure the watts loss and current. Increase of the watts loss is an indication of contamination of the outer surface of the bushing (typical Watts loss is between 0.02 and 0.04 Watts, with a Watts loss greater than 0.1 Watts being a cause for concern). Decrease of the current is an indication of internal voids, low oil or compound levels (typical currents of 40 to 120 mA)."
139, DS5-4 S3.1.8,"3.1.8 Frequency Response Analysis  Purpose: This test detects movement of the windings, core, and leads.  This test measures the frequency response of the transformer to either a variable frequency sinusoidal voltage input (frequency response method) or to an impulse voltage input (impulse response method). In both cases, the voltage is very low and the test is nondestructive.  The test protocol is as follows:  For each winding, inject the signal at one end of the winding and measure the response at the other end of the same winding. For star connected windings, inject the signal at one end of the winding and measure the response at the neutral.  Inject the signal into the high voltage winding and measure the response at the low voltage winding for each phase.  For windings with tap changers, perform the test with the tap changer in 2 positions: the neutral position and the position that puts the entire winding in the circuit.  The response (or transfer function) is displayed as a Bode Plot (amplitude vs. frequency) from power frequency to 2 MHz.  The shape of the frequency response is analyzed. In particular, the resonances of the frequency response curve provide information about the mechanical disposition of the transformer windings, leads, and core. This test is sensitive to very small changes in transformer winding, lead, and core geometry and can pick up problems such as axial winding collapse, hoop buckling, movement of windings relative to each another, and shorted turns.  To gain the most value from frequency response analysis, it is useful to have a previous frequency response plot to compare the readings to. However, the skill of knowledgeable experts as well as the experience in frequency response analysis has advanced to the stage where it is possible to obtain good information from a standalone test by comparing this against a database of expected results.  This test does require a knowledgeable person to interpret the results. Some companies are developing expert systems to perform this analysis as well as general rules for reading the results. This will enable less knowledgeable persons to provide a preliminary diagnosis. This is particularly valuable if FRA testing is used to determine if a transformer should be reenergized after seeing a fault."
140, DS5-4 S3.1.9,"3.1.9 Insulation Resistance  Purpose: This test is performed by applying a DC voltage and measuring the leakage current to determine if the transformer insulation is dry and clean. The test can also pick up any unintentional grounds.  A mega-ohmmeter (Megger R) is typically used. The test is performed by shorting all the windings and making sure the tank and core are grounded. The resistance to ground is then measured from the primary windings to the secondary windings, and then from the secondary windings to the primary windings, as well as from each winding to ground. In a three winding transformer, the tertiary winding is also measured.  The resistance is a function of temperature (winding temperature, oil temperature, and ambient temperature).  The resistance is also a function of the physical size of the transformer and its construction. Therefore, in order to evaluate insulation resistance readings, the measured 60-second resistance value should be corrected to 20C and compared to a minimum resistance value derived from the following formula:  R minimum = (0.8 x E) / √(kVA)  Where:  E is the voltage rating of the winding under test.  kVA is the rating of the transformer.  0.8 is a factor used for oil filled transformers at 20°C. A factor of 16 should be used when windings are untanked.  Because of the temperature dependence of resistance measurement, dielectric absorption ratios are used to evaluate insulation cleanliness and dryness. The dielectric absorption ratio is the ratio of the 60-second insulation reading to the fifteen second insulation reading. A dielectric absorption ratio in the range of 1.3 to 3 indicates a clean and dry transformer.  Another insulation ratio used is the polarization index, which is a ratio of the 10-minute insulation reading to the 60-second insulation reading. A polarization index less than 1 indicates a wet or contaminated insulation. A polarization index greater than 2 indicates dry and clean insulation.  It is important to discharge the windings after an insulation resistance test because any residual charge will interfere with other electrical tests and generate bad results. There is also a potential for insulation resistance testing to magnetize the core and this can also result in bad test results. For these reasons it is good practice to make insulation resistance testing the last test performed on the transformer."
141, DS5-4 S3.1.10,"3.1.10 Winding Resistance Purpose: This detects shorted turns, poor connections, open circuited windings and problems with the tap changer connections.  Winding resistance is measured using a low resistance ohmmeter (Ductor R). The test is performed by measuring the phase to neutral winding resistance in a wye connected winding and the phase to phase winding resistance in a delta connected winding. The phase to phase winding resistance should be resolved to individual phase winding resistances.  Because winding resistance is temperature dependent, the followingprecautions must be taken:  A. The current used to perform the measurement should not exceed 10% of the rated winding current.  B. The transformer top and bottom oil temperature differential should be no more than 5°C.  C. The winding temperature should be close to the average oil temperature. (Leaving a transformer deenergized for at least 3 hours is normally enough to meet the temperature requirements.) The measured winding resistance should be corrected to the same temperature at which the nameplate winding resistance has been provided, and then corrected in accordance to the following formula:  R corrected = (R measured x (CF + CT)) / (CF + winding temperature)  Where  CF = 234.5 for copper windings and 225 for aluminium windings.  CT = 75 for 55°C rise transformers and 85 for 65°C rise transformers.  Winding temperature is given in C.  There should not be more than 2% difference between the corrected measured value and the nameplate value. Differences more than 2% indicate short circuits, tap changer contact problems, or turn to turn shorts."
142, DS5-4 S3.1.11,"3.1.11 Core Insulation Resistance  The transformer core is typically insulated from ground with only one deliberate core ground. Multiple core grounds lead to circulating currents in the core laminations and overheating of the core.  The core ground may be brought through the tank wall via a low voltage bushing or accessed by opening a man hole.  Core insulation resistance testing performed on accessible core grounds can provide indication of multiple core grounds. The test is performed using a standard DC insulation resistance tester at no more than 1 kV.  New transformers have core ground resistances greater than 1000 Mohm. Service aged transformers have core ground resistances greater than 100 Mohm. Core ground resistances less than 10 Mohm should be investigated.  DGA results can be used to check if core overheating is occurring. The presence of hot metal gases (ethane, ethylene and methane) is an indicator that core overheating may be occurring. CO and CO may also be present if the core overheating involves pressboard or paper insulation."
143, DS5-4 S3.1.12,"3.1.12 Electromagnetic Interference Measurement  Purpose: This test detects problems with the windings, core, and bushings that generate electrical noise.  Electromagnetic interference measurement detects radio frequency noise using radio frequency antennae or high frequency current transformers. It is possible to apply triangulation or other methods to localize the source of radio frequency noise generated by the transformer. This test is relatively new and is often used as a complement to partial discharge measurements."
144, DS5-4 S3.1.13,"3.1.13 Partial Discharge Measurement  Purpose: This test detects problems with the windings, core and bushings that generate electrical noise.  Partial discharge measurement may be performed using a variety of acoustic, electrical and radio frequency sensors. This test is relatively new but it is becoming more common as a factory acceptance test as well as a benchmarking test. It is also being performed more frequently as a condition monitoring or diagnostic test. Methods to triangulate the partial discharge activity have been developed that provide additional information as to the source and therefore the seriousness of the problem."
145, DS5-4 S3.1.14,"3.1.14 Power Factor Tip-Up  Purpose: This test detects contamination and other defects in the winding insulation.  This is the same test as conventional power factor testing; however, multiple measurements are taken as the test voltage is increased in steps.  Increasing power factor with increasing voltage is evidence of ionic contamination (i.e., conductive contaminants like rust, salts, and copper particles) or carbonization of the oil and/or winding. Polar contaminants such as moisture will not cause the power factor to increase with voltage.  The power factor tip up test, when applied to dry-type transformers, is useful in detecting ionic contamination and voids in the insulation. These will cause the power factor to increase with increasing voltage."
146, DS5-4 S3.1.15,"3.1.15 Dielectric Frequency Response  Purpose: This test is used to measure the amount of moisture in the solid insulation.  Dielectric frequency response is an extension of the power factor test. While the power factor test is performed at a single frequency (power frequency), the dielectric frequency response test measures the power factor of the transformer across a frequency range from 0.001 Hz to 1.0 kHz. This allows the determination of the cause of a poor power factor reading.  This test in particular allows engineers to distinguish between moisture in cellulose insulation, chemical contamination of cellulose insulation, and contamination of the oil or moisture in the oil as possible causes of a poor power factor reading. Knowing the cause of a poor power factor reading allows the problem to be treated more effectively.  The dielectric frequency response test is also able to provide an estimate of the moisture concentration in the cellulose insulation. This is useful in determining the aging rate and remaining life of the transformer as well as its susceptibility to bubbling."
147, DS5-4 S3.2,"3.2 Online Condition Monitoring  The main advantage of continuous online monitoring comparing with routine testing is to allow for early detection in case of faults, monitor a transformer condition at emergency or the progress of deficiency conditions, and enables users to assess the hazards remotely. Therefore, online monitoring should be viewed as “warning” tools. Same level of attention and follow up action should be provided when online monitoring data indicate a potential problem evolving on the transformers as with results coming from routine laboratory or off-line testing.  There are many commercial condition monitoring products available, and this market is constantly evolving, with new products continually being offered to the transformer owner."
148, DS5-4 S3.2.1,"3.2.1 Gas-in-Oil Monitor System  Gas-in-oil online monitor system have been available for many years starting with hydrogen sensors. It is one of the best detectors of abnormalities in power transformers. Today, multiple-gas monitors are available that can detect all the important fault gasses individually. The following are main categories of the monitoring system per gas monitored:  A. Single gas or composite gas monitors: these sensors detect hydrogen primarily. One example of such a monitor is to detect 100% of hydrogen concentration, 18% of carbon monoxide concentration, 8% of the acetylene concentration, and 1.5% of the ethylene concentration. Another example is to monitor 100% of dissolved hydrogen. These monitoring systems give a single readout in respond to abnormal operation of transformers and provide warning signal once the pre-set threshold value is exceeded. It is a relatively economical system.  B. Multi-gas monitors: these systems can monitor up to eight or nine dissolved gasses individually. There are main two technologies used: gas-chromatography system or photo-acoustic spectroscopy. These systems provide a lot more information about the condition of transformers. They significantly increase the usefulness of the monitoring system for real time diagnostics on transformers.  Installation of dissolved gas monitors on existing transformers requires connection oil valves that are pre-existing."
149, DS5-4 S3.2.2,3.2.2 Moisture in Oil Monitoring System  The commonly used moisture-in-oil sensors are based on thin-film capacitive element technology. The capacitance measured changes proportionally to the change in the relative saturation (relative humidity) of the moisture in the oil as those sensors respond to the change in relative humidity in the air. The instruments can provide indicate or relative saturation of moisture in oil or converted PPM performed using a built-in formula.
150, DS5-4 S3.2.3,3.2.3 Condenser Bushing Insulation Monitoring System  There are different ways to monitor bushing insulation:  A. Sum current monitoring system: The principle of the sum current method is based on the fact the initial sum of the leakage current from the testing tap of the three bushing should be theoretically zero when three bushings are identical. Any change in the sum current from the initial sum value would indicate a deterioration of the insulation of one or more of bushings.  B. Relative power factor monitoring systems: They measure the power factor in a similar principle as the off-line power factor measurement. The main difference is the measurement circuit of an online systems uses the voltage of another phase as the reference.
151, DS5-4 S3.2.4,"3.2.4 Partial Discharge Monitoring  Partial discharge activity monitoring systems are either electrical or acoustic based in general. They are only applicable for transformer with highest voltage rating above 4 kV. Either method has its own their own advantages and disadvantages and can be complimentary rather than exclusive Electrical method uses sensors are installed on bushing testing tap to measure electrical signal from PD activities. In such case, bushings act like capacitors and so electrical PD signal is induced through capacitance coupling. Alternatively, using split-core radio frequency current transformer (RFCT) or Rogowski around neutral connection, main tank ground, HV cable at the cable box or on the neutral strap of such cable, or ultrahigh frequency valve antenna."
152, DS5-4 S3.2.4.1,3.2.4.1 Acoustic Monitoring  These monitoring systems are to detect acoustic wave in the range between 20kHz and 1 MHz propagated from partial discharge sources within the transformer tank. They can identify and locate PD sources with multiple sensors temporarily installed on transformer tanks externally.
153, DS5-4 S3.2.5,"3.2.5 Load Tap Changer Motor Current Monitoring  The use of online tap changers monitors has been successful to determine when mechanical problem with the mechanism are occurring. Motor current is to determine if any abnormal binding is occurring. This binding is usually indicative of a serious problem or impending failure of the tap change mechanism. However, the user must exercise caution when using this the method as the monitoring device must have the necessary measurement speed to correctly capture the motor current signature."
